mes_inicio,provincia_origen,provincia_destino,viajes,viajeros,edicion
2022-11,Río Negro,Córdoba,188,314,previaje 3
2022-11,Río Negro,Corrientes,14,27,previaje 3
2022-11,Río Negro,Entre Ríos,31,63,previaje 3
2022-11,Río Negro,Formosa,3,5,previaje 3
2022-11,Río Negro,Jujuy,40,83,previaje 3
2022-11,Río Negro,La Pampa,8,14,previaje 3
2022-11,Río Negro,Mendoza,171,300,previaje 3
2022-11,Río Negro,Misiones,132,255,previaje 3
2022-11,Río Negro,Neuquén,262,712,previaje 3
2022-11,Río Negro,Río Negro,348,863,previaje 3
2022-11,Río Negro,Salta,174,321,previaje 3
2022-11,Río Negro,San Juan,10,19,previaje 3
2022-11,Río Negro,San Luis,32,59,previaje 3
2022-11,Río Negro,Santa Cruz,104,220,previaje 3
2022-11,Río Negro,Santa Fe,35,50,previaje 3
2022-11,Río Negro,Santiago del Estero,10,17,previaje 3
2022-11,Río Negro,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",78,138,previaje 3
2022-11,Río Negro,Tucumán,21,43,previaje 3
2022-11,Salta,Buenos Aires,380,686,previaje 3
2022-11,Salta,Catamarca,12,14,previaje 3
2022-11,Salta,Chubut,50,82,previaje 3
2022-11,Salta,Ciudad Autónoma de Buenos Aires,810,1489,previaje 3
2022-11,Salta,Córdoba,133,234,previaje 3
2022-11,Salta,Corrientes,18,47,previaje 3
2022-11,Salta,Entre Ríos,16,22,previaje 3
2022-11,Salta,Jujuy,168,402,previaje 3
2022-11,Salta,La Rioja,4,10,previaje 3
2022-11,Salta,Mendoza,100,215,previaje 3
2022-11,Salta,Misiones,81,183,previaje 3
2022-11,Salta,Neuquén,70,132,previaje 3
2022-11,Salta,Río Negro,154,273,previaje 3
2022-11,Salta,Salta,335,821,previaje 3
2022-11,Salta,San Juan,4,7,previaje 3
2022-11,Salta,San Luis,44,63,previaje 3
2022-11,Salta,Santa Cruz,55,108,previaje 3
2022-11,Salta,Santa Fe,21,42,previaje 3
2022-11,Salta,Santiago del Estero,36,100,previaje 3
2022-11,Salta,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",48,85,previaje 3
2022-11,Salta,Tucumán,52,108,previaje 3
2022-11,San Juan,Buenos Aires,337,610,previaje 3
2022-11,San Juan,Catamarca,10,28,previaje 3
2022-11,San Juan,Chubut,23,48,previaje 3
2022-11,San Juan,Ciudad Autónoma de Buenos Aires,499,943,previaje 3
2022-11,San Juan,Córdoba,146,293,previaje 3
2022-11,San Juan,Corrientes,7,11,previaje 3
2022-11,San Juan,Entre Ríos,9,17,previaje 3
2022-11,San Juan,Jujuy,11,19,previaje 3
2022-11,San Juan,La Rioja,44,74,previaje 3
2022-11,San Juan,Mendoza,61,132,previaje 3
2022-11,San Juan,Misiones,98,171,previaje 3
2022-11,San Juan,Neuquén,50,129,previaje 3
2022-11,San Juan,Río Negro,101,228,previaje 3
2022-11,San Juan,Salta,88,161,previaje 3
2022-11,San Juan,San Juan,81,179,previaje 3
2022-11,San Juan,San Luis,79,165,previaje 3
2022-11,San Juan,Santa Cruz,54,78,previaje 3
2022-11,San Juan,Santa Fe,7,12,previaje 3
2022-11,San Juan,Santiago del Estero,6,14,previaje 3
2022-11,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",75,112,previaje 3
2022-11,San Juan,Tucumán,4,13,previaje 3
2022-11,San Luis,Buenos Aires,105,217,previaje 3
2022-11,San Luis,Chubut,31,55,previaje 3
2022-11,San Luis,Ciudad Autónoma de Buenos Aires,155,292,previaje 3
2022-11,San Luis,Córdoba,108,195,previaje 3
2022-11,San Luis,Corrientes,6,10,previaje 3
2022-11,San Luis,Entre Ríos,17,29,previaje 3
2022-11,San Luis,Jujuy,7,13,previaje 3
2022-11,San Luis,La Pampa,4,8,previaje 3
2022-11,San Luis,La Rioja,4,7,previaje 3
2022-11,San Luis,Mendoza,52,144,previaje 3
2022-11,San Luis,Misiones,69,127,previaje 3
2022-11,San Luis,Neuquén,19,39,previaje 3
2022-11,San Luis,Río Negro,55,111,previaje 3
2022-11,San Luis,Salta,46,70,previaje 3
2022-11,San Luis,San Juan,4,6,previaje 3
2022-11,San Luis,San Luis,47,117,previaje 3
2022-11,San Luis,Santa Cruz,24,46,previaje 3
2022-11,San Luis,Santa Fe,9,19,previaje 3
2022-11,San Luis,Santiago del Estero,6,8,previaje 3
2022-11,San Luis,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",32,58,previaje 3
2022-11,San Luis,Tucumán,9,19,previaje 3
2022-11,Santa Cruz,Buenos Aires,121,188,previaje 3
2022-11,Santa Cruz,Chubut,35,84,previaje 3
2022-11,Santa Cruz,Ciudad Autónoma de Buenos Aires,269,425,previaje 3
2022-11,Santa Cruz,Córdoba,65,109,previaje 3
2022-11,Santa Cruz,Corrientes,4,6,previaje 3
2022-11,Santa Cruz,Entre Ríos,6,6,previaje 3
2022-11,Santa Cruz,Formosa,6,12,previaje 3
2022-11,Santa Cruz,Jujuy,3,5,previaje 3
2022-11,Santa Cruz,La Pampa,6,10,previaje 3
2022-11,Santa Cruz,La Rioja,3,5,previaje 3
2022-11,Santa Cruz,Mendoza,19,29,previaje 3
2022-11,Santa Cruz,Misiones,17,40,previaje 3
2022-11,Santa Cruz,Neuquén,10,18,previaje 3
2022-11,Santa Cruz,Río Negro,12,30,previaje 3
2022-11,Santa Cruz,Salta,18,25,previaje 3
2022-11,Santa Cruz,San Juan,10,14,previaje 3
2022-11,Santa Cruz,Santa Cruz,178,379,previaje 3
2022-11,Santa Cruz,Santa Fe,5,6,previaje 3
2022-11,Santa Cruz,Santiago del Estero,3,6,previaje 3
2022-11,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",133,277,previaje 3
2022-11,Santa Fe,Buenos Aires,1923,4217,previaje 3
2022-11,Santa Fe,Catamarca,361,537,previaje 3
2022-11,Santa Fe,Chaco,4,8,previaje 3
2022-11,Santa Fe,Chubut,1006,1830,previaje 3
2022-11,Santa Fe,Ciudad Autónoma de Buenos Aires,1162,2550,previaje 3
2022-11,Santa Fe,Córdoba,1658,4034,previaje 3
2022-11,Santa Fe,Corrientes,104,222,previaje 3
2022-11,Santa Fe,Entre Ríos,400,923,previaje 3
2022-11,Santa Fe,Formosa,7,9,previaje 3
2022-11,Santa Fe,Jujuy,404,836,previaje 3
2022-11,Santa Fe,La Pampa,20,44,previaje 3
2022-11,Santa Fe,La Rioja,360,576,previaje 3
2022-11,Santa Fe,Mendoza,1529,3115,previaje 3
2022-11,Santa Fe,Misiones,1088,2325,previaje 3
2022-11,Santa Fe,Neuquén,458,958,previaje 3
2022-11,Santa Fe,Río Negro,1697,3231,previaje 3
2022-11,Santa Fe,Salta,1472,2719,previaje 3
2022-11,Santa Fe,San Juan,153,266,previaje 3
2022-11,Santa Fe,San Luis,570,1037,previaje 3
2022-11,Santa Fe,Santa Cruz,1584,2945,previaje 3
2022-11,Santa Fe,Santa Fe,311,798,previaje 3
2022-11,Santa Fe,Santiago del Estero,107,253,previaje 3
2022-11,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1160,2064,previaje 3
2022-11,Santa Fe,Tucumán,215,372,previaje 3
2022-11,Santiago del Estero,Buenos Aires,88,157,previaje 3
2022-11,Santiago del Estero,Chubut,26,43,previaje 3
2022-11,Santiago del Estero,Ciudad Autónoma de Buenos Aires,206,346,previaje 3
2022-11,Santiago del Estero,Córdoba,74,154,previaje 3
2022-11,Santiago del Estero,Corrientes,3,8,previaje 3
2022-11,Santiago del Estero,Entre Ríos,3,3,previaje 3
2022-11,Santiago del Estero,Jujuy,7,24,previaje 3
2022-11,Santiago del Estero,Mendoza,45,64,previaje 3
2022-11,Santiago del Estero,Misiones,13,20,previaje 3
2022-11,Santiago del Estero,Neuquén,9,13,previaje 3
2022-11,Santiago del Estero,Río Negro,52,93,previaje 3
2022-11,Santiago del Estero,Salta,37,82,previaje 3
2022-11,Santiago del Estero,San Luis,29,51,previaje 3
2022-11,Santiago del Estero,Santa Cruz,24,47,previaje 3
2022-11,Santiago del Estero,Santa Fe,4,6,previaje 3
2022-11,Santiago del Estero,Santiago del Estero,46,160,previaje 3
2022-11,Santiago del Estero,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",20,36,previaje 3
2022-11,Santiago del Estero,Tucumán,14,37,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Buenos Aires,215,336,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chaco,6,14,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chubut,35,49,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,405,609,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,112,211,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Corrientes,7,12,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Entre Ríos,19,34,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Jujuy,21,38,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",La Pampa,3,5,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Mendoza,29,50,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Misiones,18,30,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Neuquén,9,12,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Negro,19,21,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Salta,32,59,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Juan,7,10,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,118,226,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Fe,8,15,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santiago del Estero,7,21,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",118,257,previaje 3
2022-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tucumán,6,8,previaje 3
2022-11,Tucumán,Buenos Aires,1091,1674,previaje 3
2022-11,Tucumán,Catamarca,20,33,previaje 3
2022-11,Tucumán,Chubut,63,99,previaje 3
2022-11,Tucumán,Ciudad Autónoma de Buenos Aires,1453,2589,previaje 3
2022-11,Tucumán,Córdoba,217,379,previaje 3
2022-11,Tucumán,Corrientes,13,26,previaje 3
2022-11,Tucumán,Entre Ríos,73,104,previaje 3
2022-11,Tucumán,Jujuy,129,247,previaje 3
2022-11,Tucumán,La Rioja,7,10,previaje 3
2022-11,Tucumán,Mendoza,71,117,previaje 3
2022-11,Tucumán,Misiones,167,342,previaje 3
2022-11,Tucumán,Neuquén,43,95,previaje 3
2022-11,Tucumán,Río Negro,352,646,previaje 3
2022-11,Tucumán,Salta,177,415,previaje 3
2022-11,Tucumán,San Luis,76,103,previaje 3
2022-11,Tucumán,Santa Cruz,78,129,previaje 3
2022-11,Tucumán,Santa Fe,66,105,previaje 3
2022-11,Tucumán,Santiago del Estero,49,136,previaje 3
2022-11,Tucumán,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",92,158,previaje 3
2022-11,Tucumán,Tucumán,156,356,previaje 3
2022-12,Buenos Aires,Buenos Aires,1001,2321,previaje 3
2022-12,Buenos Aires,Catamarca,11,21,previaje 3
2022-12,Buenos Aires,Chaco,4,5,previaje 3
2022-12,Buenos Aires,Chubut,135,226,previaje 3
2022-12,Buenos Aires,Ciudad Autónoma de Buenos Aires,121,308,previaje 3
2022-12,Buenos Aires,Córdoba,123,280,previaje 3
2022-12,Buenos Aires,Corrientes,12,27,previaje 3
2022-12,Buenos Aires,Entre Ríos,104,270,previaje 3
2022-12,Buenos Aires,Formosa,3,7,previaje 3
2022-12,Buenos Aires,Jujuy,58,123,previaje 3
2022-12,Buenos Aires,La Rioja,20,33,previaje 3
2022-12,Buenos Aires,Mendoza,257,568,previaje 3
2022-12,Buenos Aires,Misiones,410,1038,previaje 3
2022-12,Buenos Aires,Neuquén,174,397,previaje 3
2022-12,Buenos Aires,Río Negro,278,578,previaje 3
2022-12,Buenos Aires,Salta,144,312,previaje 3
2022-12,Buenos Aires,San Juan,12,29,previaje 3
2022-12,Buenos Aires,San Luis,36,72,previaje 3
2022-12,Buenos Aires,Santa Cruz,335,547,previaje 3
2022-12,Buenos Aires,Santa Fe,16,30,previaje 3
2022-12,Buenos Aires,Santiago del Estero,10,13,previaje 3
2022-12,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",223,464,previaje 3
2022-12,Buenos Aires,Tucumán,29,50,previaje 3
2022-12,Catamarca,Buenos Aires,6,17,previaje 3
2022-12,Catamarca,Ciudad Autónoma de Buenos Aires,13,27,previaje 3
2022-12,Chaco,Buenos Aires,7,16,previaje 3
2022-12,Chaco,Ciudad Autónoma de Buenos Aires,32,57,previaje 3
2022-12,Chaco,Córdoba,16,30,previaje 3
2022-12,Chaco,Misiones,25,45,previaje 3
2022-12,Chaco,San Luis,7,8,previaje 3
2022-12,Chaco,Santa Cruz,7,25,previaje 3
2022-12,Chaco,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,17,previaje 3
2022-12,Chubut,Buenos Aires,25,50,previaje 3
2022-12,Chubut,Chubut,9,32,previaje 3
2022-12,Chubut,Ciudad Autónoma de Buenos Aires,60,116,previaje 3
2022-12,Chubut,Córdoba,3,11,previaje 3
2022-12,Chubut,Neuquén,8,14,previaje 3
2022-12,Chubut,Río Negro,4,9,previaje 3
2022-12,Chubut,San Luis,3,3,previaje 3
2022-12,Chubut,Santa Cruz,5,11,previaje 3
2022-12,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,9,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Buenos Aires,611,1334,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Catamarca,16,21,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Chubut,61,118,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,39,70,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Córdoba,217,303,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Corrientes,32,51,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Entre Ríos,84,204,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Formosa,3,5,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Jujuy,52,103,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,La Pampa,5,10,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,La Rioja,4,7,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Mendoza,225,438,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Misiones,303,749,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Neuquén,127,201,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Río Negro,267,498,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Salta,109,198,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,San Juan,13,22,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,San Luis,45,63,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Santa Cruz,200,382,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Santa Fe,24,45,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Santiago del Estero,13,34,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",125,242,previaje 3
2022-12,Ciudad Autónoma de Buenos Aires,Tucumán,33,63,previaje 3
2022-12,Córdoba,Buenos Aires,160,327,previaje 3
2022-12,Córdoba,Catamarca,3,3,previaje 3
2022-12,Córdoba,Chubut,29,50,previaje 3
2022-12,Córdoba,Ciudad Autónoma de Buenos Aires,337,698,previaje 3
2022-12,Córdoba,Córdoba,183,598,previaje 3
2022-12,Córdoba,Entre Ríos,6,19,previaje 3
2022-12,Córdoba,Jujuy,31,48,previaje 3
2022-12,Córdoba,La Rioja,3,5,previaje 3
2022-12,Córdoba,Mendoza,68,145,previaje 3
2022-12,Córdoba,Misiones,76,169,previaje 3
2022-12,Córdoba,Neuquén,57,79,previaje 3
2022-12,Córdoba,Río Negro,82,152,previaje 3
2022-12,Córdoba,Salta,59,101,previaje 3
2022-12,Córdoba,San Juan,3,7,previaje 3
2022-12,Córdoba,San Luis,27,66,previaje 3
2022-12,Córdoba,Santa Cruz,95,158,previaje 3
2022-12,Córdoba,Santa Fe,6,8,previaje 3
2022-12,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",117,181,previaje 3
2022-12,Córdoba,Tucumán,12,16,previaje 3
2022-12,Corrientes,Buenos Aires,5,10,previaje 3
2022-12,Corrientes,Ciudad Autónoma de Buenos Aires,47,85,previaje 3
2022-12,Corrientes,Córdoba,3,5,previaje 3
2022-12,Corrientes,San Luis,3,3,previaje 3
2022-12,Entre Ríos,Buenos Aires,5,13,previaje 3
2022-12,Entre Ríos,Catamarca,19,28,previaje 3
2022-12,Entre Ríos,Chubut,8,10,previaje 3
2022-12,Entre Ríos,Ciudad Autónoma de Buenos Aires,7,20,previaje 3
2022-12,Entre Ríos,Córdoba,4,9,previaje 3
2022-12,Entre Ríos,Corrientes,3,7,previaje 3
2022-12,Entre Ríos,Jujuy,6,10,previaje 3
2022-12,Entre Ríos,La Rioja,15,18,previaje 3
2022-12,Entre Ríos,Mendoza,5,10,previaje 3
2022-12,Entre Ríos,Misiones,7,22,previaje 3
2022-12,Entre Ríos,Río Negro,26,45,previaje 3
2022-12,Entre Ríos,Salta,17,21,previaje 3
2022-12,Entre Ríos,San Luis,47,67,previaje 3
2022-12,Entre Ríos,Santa Cruz,26,55,previaje 3
2022-12,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",24,41,previaje 3
2022-12,Formosa,Ciudad Autónoma de Buenos Aires,10,17,previaje 3
2022-12,Formosa,Córdoba,7,16,previaje 3
2022-12,Formosa,Formosa,3,3,previaje 3
2022-12,Jujuy,Buenos Aires,9,22,previaje 3
2022-12,Jujuy,Ciudad Autónoma de Buenos Aires,21,35,previaje 3
2022-12,Jujuy,Corrientes,3,11,previaje 3
2022-12,Jujuy,Jujuy,5,10,previaje 3
2022-12,Jujuy,Salta,6,13,previaje 3
2022-12,La Pampa,Buenos Aires,5,16,previaje 3
2022-12,La Pampa,Ciudad Autónoma de Buenos Aires,9,17,previaje 3
2022-12,La Rioja,Ciudad Autónoma de Buenos Aires,19,43,previaje 3
2022-12,Mendoza,Buenos Aires,102,209,previaje 3
2022-12,Mendoza,Chubut,3,6,previaje 3
2022-12,Mendoza,Ciudad Autónoma de Buenos Aires,223,476,previaje 3
2022-12,Mendoza,Córdoba,27,47,previaje 3
2022-12,Mendoza,Mendoza,61,152,previaje 3
2022-12,Mendoza,Misiones,9,22,previaje 3
2022-12,Mendoza,Neuquén,9,22,previaje 3
2022-12,Mendoza,Río Negro,14,26,previaje 3
2022-12,Mendoza,Salta,5,15,previaje 3
2022-12,Mendoza,San Juan,8,26,previaje 3
2022-12,Mendoza,San Luis,26,69,previaje 3
2022-12,Mendoza,Santa Cruz,12,25,previaje 3
2022-12,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,10,previaje 3
2022-12,Misiones,Buenos Aires,5,16,previaje 3
2022-12,Misiones,Ciudad Autónoma de Buenos Aires,16,38,previaje 3
2022-12,Misiones,Córdoba,4,6,previaje 3
2022-12,Misiones,Corrientes,4,6,previaje 3
2022-12,Misiones,Misiones,7,21,previaje 3
2022-12,Neuquén,Buenos Aires,24,54,previaje 3
2022-12,Neuquén,Ciudad Autónoma de Buenos Aires,78,143,previaje 3
2022-12,Neuquén,Córdoba,9,11,previaje 3
2022-12,Neuquén,Neuquén,24,75,previaje 3
2022-12,Neuquén,Río Negro,12,31,previaje 3
2022-12,Neuquén,Salta,14,33,previaje 3
2022-12,Neuquén,Santa Cruz,3,6,previaje 3
2022-12,Neuquén,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,4,previaje 3
2022-12,Río Negro,Buenos Aires,56,91,previaje 3
2022-12,Río Negro,Chubut,3,7,previaje 3
2022-12,Río Negro,Ciudad Autónoma de Buenos Aires,66,121,previaje 3
2022-12,Río Negro,Córdoba,6,13,previaje 3
2022-12,Río Negro,Mendoza,4,5,previaje 3
2022-12,Río Negro,Misiones,3,7,previaje 3
2022-12,Río Negro,Neuquén,27,67,previaje 3
2022-12,Río Negro,Río Negro,46,73,previaje 3
2022-12,Río Negro,Salta,5,7,previaje 3
2022-12,Río Negro,Santa Cruz,3,3,previaje 3
2022-12,Salta,Buenos Aires,39,81,previaje 3
2022-12,Salta,Chubut,3,5,previaje 3
2022-12,Salta,Ciudad Autónoma de Buenos Aires,78,149,previaje 3
2022-12,Salta,Córdoba,4,6,previaje 3
2022-12,Salta,Jujuy,4,8,previaje 3
2022-12,Salta,Mendoza,7,12,previaje 3
2022-12,Salta,Misiones,6,21,previaje 3
2022-12,Salta,Neuquén,10,18,previaje 3
2022-12,Salta,Río Negro,3,3,previaje 3
2022-12,Salta,Salta,17,39,previaje 3
2022-12,San Juan,Buenos Aires,19,42,previaje 3
2022-12,San Juan,Ciudad Autónoma de Buenos Aires,61,131,previaje 3
2022-12,San Juan,San Juan,3,5,previaje 3
2022-12,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,17,previaje 3
2022-12,San Luis,Buenos Aires,10,20,previaje 3
2022-12,San Luis,Ciudad Autónoma de Buenos Aires,22,38,previaje 3
2022-12,San Luis,Córdoba,5,6,previaje 3
2022-12,San Luis,Neuquén,3,6,previaje 3
2022-12,San Luis,San Luis,5,11,previaje 3
2022-12,San Luis,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,13,previaje 3
2022-12,Santa Cruz,Buenos Aires,8,13,previaje 3
2022-12,Santa Cruz,Chubut,3,9,previaje 3
2022-12,Santa Cruz,Ciudad Autónoma de Buenos Aires,19,23,previaje 3
2022-12,Santa Cruz,Santa Cruz,3,6,previaje 3
2022-12,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,8,previaje 3
2022-12,Santa Fe,Buenos Aires,107,226,previaje 3
2022-12,Santa Fe,Catamarca,24,41,previaje 3
2022-12,Santa Fe,Chubut,30,40,previaje 3
2022-12,Santa Fe,Ciudad Autónoma de Buenos Aires,98,245,previaje 3
2022-12,Santa Fe,Córdoba,70,165,previaje 3
2022-12,Santa Fe,Entre Ríos,24,60,previaje 3
2022-12,Santa Fe,Jujuy,33,53,previaje 3
2022-12,Santa Fe,La Rioja,8,11,previaje 3
2022-12,Santa Fe,Mendoza,72,128,previaje 3
2022-12,Santa Fe,Misiones,88,193,previaje 3
2022-12,Santa Fe,Neuquén,20,41,previaje 3
2022-12,Santa Fe,Río Negro,66,128,previaje 3
2022-12,Santa Fe,Salta,79,111,previaje 3
2022-12,Santa Fe,San Juan,3,6,previaje 3
2022-12,Santa Fe,San Luis,27,46,previaje 3
2022-12,Santa Fe,Santa Cruz,106,231,previaje 3
2022-12,Santa Fe,Santa Fe,15,33,previaje 3
2022-12,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",76,143,previaje 3
2022-12,Santa Fe,Tucumán,4,6,previaje 3
2022-12,Santiago del Estero,Buenos Aires,11,21,previaje 3
2022-12,Santiago del Estero,Ciudad Autónoma de Buenos Aires,17,29,previaje 3
2022-12,Santiago del Estero,Neuquén,8,14,previaje 3
2022-12,Santiago del Estero,Río Negro,8,22,previaje 3
2022-12,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Buenos Aires,8,14,previaje 3
2022-12,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chaco,3,3,previaje 3
2022-12,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,34,53,previaje 3
2022-12,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,4,6,previaje 3
2022-12,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,5,12,previaje 3
2022-12,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,7,previaje 3
2022-12,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tucumán,3,5,previaje 3
2022-12,Tucumán,Buenos Aires,55,124,previaje 3
2022-12,Tucumán,Chubut,3,4,previaje 3
2022-12,Tucumán,Ciudad Autónoma de Buenos Aires,174,348,previaje 3
2022-12,Tucumán,Córdoba,4,8,previaje 3
2022-12,Tucumán,Mendoza,4,8,previaje 3
2022-12,Tucumán,Río Negro,3,3,previaje 3
2022-12,Tucumán,Salta,6,16,previaje 3
2022-12,Tucumán,Santa Fe,3,5,previaje 3
2022-12,Tucumán,Tucumán,10,29,previaje 3
